Texture,Moisture (%),Organic Matter (%),pH,Electrical Conductivity (dS/m),Soil Quality,Industrial Use
Sandy,11.488095595057466,1.4237737455000095,6.543948587541289,1.6728153902724396,Good,Construction
Sandy Loam,16.142097104626977,4.540202052510761,7.006644559639548,1.7612947520885498,Bad,Not Suitable
Loamy,10.600122603889528,4.637741947185347,6.337481172038103,0.8149194094292886,Good,Land Reclamation
Sandy,28.990126975734807,3.838512371290064,6.267681183938572,0.6727312064008456,Bad,Not Suitable
Clayey,26.925699542636675,3.390253537078515,7.194214356168169,0.9632577126076849,Good,Brick Manufacturing
Sandy,19.098639309521907,4.630025867987693,5.74590950342442,0.815981178233718,Bad,Not Suitable
Sandy Loam,29.77236930520692,2.4331428079895283,7.001909615827728,1.9117901245747986,Bad,Not Suitable
Loamy,20.54696779762037,4.476849007664517,7.402942573389415,0.6740176025210761,Good,Land Reclamation
Sandy,22.011734726921937,3.220220524552795,7.9461375015757465,1.6671265129894244,Bad,Not Suitable
Loamy,26.02622245358231,3.7495493309345957,7.242399766773047,1.6486413324782987,Good,Land Reclamation
Sandy Loam,16.03809061525049,2.184385052055779,6.521945306354984,1.4243125595919808,Bad,Not Suitable
Sandy Loam,13.638603339971738,1.7345455172196718,6.509933264508915,1.0259757519122719,Average,Glass Making
Sandy,13.691945117725066,1.282059597382463,6.3491289162543865,0.9916006139414563,Good,Construction
Clayey,29.10022582465622,1.0902292915562493,5.889344614103061,0.6709468188095126,Bad,Not Suitable
Sandy Loam,27.945947473803614,1.4980985773317403,6.89648046703877,0.6174536141823425,Bad,Not Suitable
Sandy,18.253132186151003,3.843181137228037,7.6901241273068734,1.5323261752299675,Bad,Not Suitable
Sandy,16.416302919985657,1.0455312514214121,7.225117823861388,0.2940454015531633,Bad,Not Suitable
Sandy Loam,18.294079229653946,4.328462429949242,6.352089565028924,1.5022794411607825,Bad,Not Suitable
Loamy,29.172119015243993,4.638866283499736,7.653657799487009,0.3427726896733347,Good,Biogas Production
Sandy,11.95353650283244,1.7363216230056202,6.248444210561017,1.101459005974422,Good,Construction
Clayey,20.317452798722808,4.486328537816322,7.3488924313205315,0.804053077020421,Good,Brick Manufacturing
Loamy,26.053808569358598,4.533817942402481,7.233543741733624,1.7786070589142993,Good,Land Reclamation
Loamy,12.948086298688196,4.7834877824501385,7.567519394753143,0.5255050362783112,Good,Biogas Production
Loamy,17.400317397567477,2.579639537732706,7.485183336356332,0.23974850238089573,Good,Land Reclamation
Clayey,13.829028110714365,2.8030341908619265,7.26989096332603,1.3106864704454426,Bad,Not Suitable
Sandy,29.312463778116644,2.236841444589676,6.772355960795397,0.46358458824091153,Bad,Not Suitable
Clayey,15.620196807382056,3.154062472667274,5.655035307056608,1.9141910708528467,Bad,Not Suitable
Sandy,26.451561688504775,1.2353805015367434,7.340331490180468,0.45524732317828254,Bad,Not Suitable
Sandy,14.830518474463126,1.1848562034590189,6.82746610314674,0.6500130898902454,Good,Construction
Sandy Loam,16.168119944789797,1.4113664236246977,7.447633867845798,1.3318376742492393,Bad,Not Suitable
Clayey,12.068155697859735,4.61446651920264,5.6412019663754425,1.9987410788734323,Bad,Not Suitable
Loamy,16.3224602351582,3.845490561917315,6.255208866408409,0.9256988460930587,Good,Land Reclamation
Sandy Loam,12.779361285814508,3.68271456550902,6.971807682167324,0.7886825679785786,Average,Glass Making
Sandy Loam,23.583952186115543,2.929091460582963,7.068809039347087,0.9936220672299363,Bad,Not Suitable
Sandy,19.21774667956015,3.8926050148007727,7.778429845000572,1.9977392180375368,Bad,Not Suitable
Sandy,22.778824329024523,4.124649900216159,7.764100151819894,1.5327696940340898,Bad,Not Suitable
Loamy,17.53849350385206,4.29978762366006,5.673430916383186,1.292315302453508,Bad,Not Suitable
Loamy,17.373619979833975,4.277810057309752,7.913916304595927,1.3849726380302614,Good,Biogas Production
Clayey,14.033026476472553,2.2836349061652164,7.773690672982284,1.1989514171465678,Bad,Not Suitable
Loamy,19.06621985007916,4.456474156231105,5.586593756694459,1.14611681272563,Bad,Not Suitable
Loamy,20.50941353320722,2.957460016745877,5.9163261352961785,0.8585409106314139,Bad,Not Suitable
Loamy,23.356600835046216,1.3367565665194516,6.5626108153040725,1.0900196194708855,Bad,Not Suitable
Sandy,11.229653724212838,3.500218651177206,7.771731909295257,0.7357228360836868,Bad,Not Suitable
Sandy Loam,13.61307975492567,2.987732831182503,5.849212324654094,0.585846640064409,Bad,Not Suitable
Sandy Loam,28.25692064730048,4.373890722055154,7.80003723845169,1.7481981530210173,Bad,Not Suitable
Sandy Loam,24.742256514056773,3.840571883769376,7.785619200622884,0.736215189795152,Bad,Not Suitable
Clayey,10.413429946775965,4.4226762219143225,7.628752908521921,1.6563081425633104,Good,Biogas Production
Sandy Loam,17.433397882350903,4.5201884629437075,7.7859266016049276,1.7792941566619156,Bad,Not Suitable
Sandy,18.948817565649023,4.667265846280498,6.286384875284369,0.9070373787886918,Bad,Not Suitable
Sandy,17.24369817521902,1.664126685100649,7.887309279327246,1.3162066842683648,Bad,Not Suitable
Clayey,21.15114832224441,4.163007839251959,5.948104949644155,1.2430768327656667,Bad,Not Suitable
Clayey,27.557192268897403,1.4987883457791717,7.653722691100794,1.4913253908099249,Bad,Not Suitable
Loamy,21.56949594883463,1.87551377534123,7.886871509524186,1.9004379318420868,Bad,Not Suitable
Sandy Loam,18.771503829213422,3.943863028240044,7.330857671566619,1.76560820483045,Bad,Not Suitable
Clayey,25.875458919052583,1.0935221966316844,6.595319607132238,0.731670663296471,Good,Brick Manufacturing
Clayey,15.976158547077315,4.658086055835167,6.562481641474799,1.4465097731611984,Good,Biogas Production
Clayey,28.424262384435263,3.1383629109771882,7.055116308878907,0.3360940239481191,Good,Brick Manufacturing
Loamy,13.213113210741543,4.332767991169538,7.00865385849996,1.105266512186426,Good,Land Reclamation
Sandy Loam,23.087235430785796,2.119135269945195,6.631615667187225,0.3819947539175237,Bad,Not Suitable
Loamy,16.887813826571257,3.8513383695437104,6.223631747426006,0.6497725288952958,Good,Land Reclamation
Sandy Loam,20.442677957259498,4.817440878018249,7.698655109223536,0.5937311071635099,Bad,Not Suitable
Sandy Loam,25.776681423573624,2.1997929667221134,6.111209891597535,1.589091998696206,Bad,Not Suitable
Sandy,21.623255072424758,4.182227550887459,6.0648178049545205,1.2030753568738213,Bad,Not Suitable
Loamy,23.440686886575754,2.9529807436457167,6.310070985912508,0.8804873652675868,Good,Land Reclamation
Clayey,11.174904965110745,1.1543184744143242,7.364587723101698,1.6940628799305777,Bad,Not Suitable
Sandy Loam,11.312993263290048,3.1165204079601176,7.330549919979777,1.9196856554219872,Bad,Not Suitable
Sandy Loam,17.918406245784485,3.0551558023571324,6.65198359277559,1.4483621951488461,Bad,Not Suitable
Clayey,29.952225006574334,1.1210454593189563,5.7580260622458175,1.3057607784316925,Bad,Not Suitable
Sandy,28.91782722933873,2.926344890766021,6.004199787558883,0.7671698039481535,Bad,Not Suitable
Clayey,11.995604238300764,4.032352071059602,7.618717084344687,0.4331762435893206,Good,Biogas Production
Clayey,10.1616218509119,3.6178122895627767,6.841739475958516,0.14673903106342415,Good,Biogas Production
Clayey,13.97599265389002,4.088594203072988,7.027742186550213,1.8680170420400461,Good,Biogas Production
Clayey,20.871673975566694,3.0724861864673465,6.755933422826042,1.8241950719250903,Good,Brick Manufacturing
Sandy Loam,20.899857355335822,1.6538449682249405,6.528370840750224,1.945453346162428,Bad,Not Suitable
Sandy,22.26617257626938,2.3910418065567183,7.460910265508101,0.5261569882951529,Bad,Not Suitable
Clayey,24.04562357668614,4.534406919788141,5.964116158240593,0.3433549484346565,Bad,Not Suitable
Clayey,25.468180849909366,3.2316427439269853,6.037399409183045,0.7341027752692281,Good,Brick Manufacturing
Sandy,20.644069744062033,4.3939533327779055,6.705306909876512,1.6174393442529822,Bad,Not Suitable
Sandy,20.670891118866514,4.028815403004495,6.744673627312979,1.1362104508937139,Bad,Not Suitable
Loamy,26.257218908631273,2.678787015046958,7.999323832855783,0.14939197558559175,Bad,Not Suitable
Sandy Loam,25.446755095494776,3.254430235774199,6.062629014130573,1.4760750325975625,Bad,Not Suitable
Sandy,11.07683380863814,2.4721991407325294,7.235865355474815,0.7964853714516436,Bad,Not Suitable
Loamy,19.821805442424765,2.078989309573326,6.815812005969967,0.37047631359910393,Bad,Not Suitable
Sandy Loam,24.48904103439523,4.667513793819479,6.110106080006665,0.17897799723857372,Bad,Not Suitable
Loamy,10.967091041388437,2.669005351407217,7.7349035108271655,1.1293029216022654,Bad,Not Suitable
Sandy,18.070955271197544,4.126001239450896,5.8080263271167025,0.49442413775589145,Bad,Not Suitable
Sandy,17.43567598985737,2.9472396116671615,7.4300413517228865,1.396312417127868,Bad,Not Suitable
Loamy,23.94481974885366,4.852742461013831,7.531151036738853,1.662047586907375,Good,Biogas Production
Clayey,18.902569960524534,1.1998332484861614,6.184928664448525,1.4635559265815128,Bad,Not Suitable
Clayey,12.614753976828075,1.6392330430045265,6.6470781615749015,0.18893926893580917,Bad,Not Suitable
Clayey,28.432413887873086,4.123976574963891,6.106725137092214,1.7551052046917177,Good,Brick Manufacturing
Clayey,28.178103345909733,2.602625738826363,6.537278246274761,1.7876436844165013,Good,Brick Manufacturing
Clayey,23.2147132594456,4.375872254529722,7.435101984964152,1.4883308761775766,Good,Brick Manufacturing
Loamy,28.13784069725807,1.5542327005703624,7.47938479789971,0.15914555679659023,Bad,Not Suitable
Loamy,25.477788333682486,3.0796386545913843,5.582494857693837,1.1279763677092203,Bad,Not Suitable
Sandy Loam,28.57375446113112,4.7237721676802025,6.7045326421456295,1.0116331320213727,Bad,Not Suitable
Loamy,15.389989604467322,3.4944364863528317,7.180622705303375,1.1590250091361487,Good,Land Reclamation
Sandy,28.616733343433797,3.861995917123624,6.435154316758928,0.8559387373435805,Bad,Not Suitable
Sandy,29.709004378288473,2.0513660574356583,6.362086685651083,1.9055381795269957,Bad,Not Suitable
Clayey,15.931102238176639,3.2693227023450078,6.119837643565323,0.1324499500099235,Bad,Not Suitable
Sandy Loam,19.730627590918505,1.2095655019216163,6.358913302109832,1.9023119546544305,Bad,Not Suitable
Sandy,26.63231641164581,1.0291214396806225,7.493945516907543,1.3667121391244237,Bad,Not Suitable
Sandy,18.827385261172132,1.2992386338947814,5.905012636494161,1.1336845959513042,Bad,Not Suitable
Clayey,20.746451934601826,3.195033464864511,6.618963914143132,1.5267835049171437,Good,Brick Manufacturing
Loamy,28.804506400847387,3.9679253641306733,7.194446606677685,1.1272812242806605,Good,Land Reclamation
Loamy,15.27409683939845,3.245536642733969,7.044561337939481,0.5997440358796633,Good,Land Reclamation
Sandy,23.37723830261819,4.641209694413277,6.942338178354019,1.4700227331482913,Bad,Not Suitable
Sandy,12.197125028417169,1.1071263388814736,7.508787750321109,0.7156595810393762,Bad,Not Suitable
Clayey,13.27591788940438,4.386390109619863,5.631661461362612,0.1029445171710337,Bad,Not Suitable
Loamy,15.549889977657594,1.7412347222248163,6.123483911933376,1.708228803667664,Bad,Not Suitable
Sandy,21.007565687756927,1.1142446937374082,7.652230951423876,1.6100677387716926,Bad,Not Suitable
Clayey,24.979527167732382,4.508530062007926,7.660851050250992,0.5850137490495764,Good,Biogas Production
Clayey,21.330378324049658,1.8717578127550754,7.74751695895789,1.7323675141793804,Bad,Not Suitable
Loamy,17.713320529479876,2.640108614305284,5.604583088431797,0.3716005470965428,Bad,Not Suitable
Sandy Loam,29.798201612392557,3.4995161777741752,6.3284813007004725,0.9183185818291904,Bad,Not Suitable
Clayey,10.509529010413077,1.7025883171676783,7.300395466221513,1.2305245469931654,Bad,Not Suitable
Clayey,18.759630315575766,4.435079102230491,6.967958136968658,0.544539430482391,Good,Biogas Production
Sandy,24.244985379785966,1.5168175893680278,5.702633683001238,1.9496164133977505,Bad,Not Suitable
Clayey,17.86543773036539,3.029078089751812,7.723143170023199,0.9315664365048341,Good,Biogas Production
Clayey,20.658056397038038,1.125173970228706,6.583791996096306,1.5715040130590177,Good,Brick Manufacturing
Sandy,26.880990402459787,2.121827079274233,7.407820540521227,1.1882153518397494,Bad,Not Suitable
Clayey,25.34957257972642,2.502620709798674,6.885245279802903,1.7010352139272022,Good,Brick Manufacturing
Clayey,13.694181699845407,1.9461644879973776,5.8586634453956075,0.35021126384027623,Bad,Not Suitable
Clayey,25.592184261734907,3.673939164951932,7.730568752206554,0.9307423728802754,Good,Biogas Production
Sandy,18.71941794522067,1.1210544374650993,6.503496075142332,1.3918429807887325,Bad,Not Suitable
Loamy,10.03034620653571,2.9627994245393507,5.993882805775907,1.2697427883766708,Bad,Not Suitable
Loamy,15.317467798478887,2.2817440470112063,6.287290273931381,0.8893486943704846,Bad,Not Suitable
Loamy,29.01753206683714,2.139349062194409,7.707082174798087,0.5601246567157371,Bad,Not Suitable
Loamy,11.07671810246643,4.462325661822243,6.468344924921655,1.7251032237030368,Good,Land Reclamation
Clayey,18.553988681271232,4.7301774902731495,7.2042869208672915,1.7474989421006408,Good,Biogas Production
Loamy,13.118933029181639,2.5059226900115856,6.147669497034065,0.845625500052496,Good,Land Reclamation
Loamy,15.514183982945012,1.9524570393926148,6.656062112132391,1.4273935638735618,Bad,Not Suitable
Clayey,27.94141864977932,3.841669530119767,7.910492747168141,1.1153610758649806,Good,Biogas Production
Sandy Loam,21.769442817893093,4.387249143142199,5.957126109564662,1.2461716011043182,Bad,Not Suitable
Clayey,12.673077106410755,3.726980850326222,6.34088526494303,1.8629651205529512,Bad,Not Suitable
Loamy,19.913161762243043,2.69282835948546,5.718928298143942,1.0181924854964248,Bad,Not Suitable
Sandy,22.534690589991378,1.8057854322146163,6.14908616293775,0.3325201802632667,Bad,Not Suitable
Loamy,13.018223955165135,3.5236330241228244,5.709276713603814,0.7972463251832729,Bad,Not Suitable
Loamy,16.28984211484274,1.3087503828610068,5.972735105023315,1.1224875694247667,Bad,Not Suitable
Sandy,14.458088894592635,1.5092225678702098,6.528292802507233,0.2980307353536261,Good,Construction
Loamy,26.09043977167091,1.7385164876621184,6.875433573188779,1.8125445070941548,Bad,Not Suitable
Loamy,28.256603175542935,4.651469321123945,5.915026144676084,0.8757693969800113,Bad,Not Suitable
Loamy,15.199827628136413,4.73563465185744,6.767093855249314,1.227972077365309,Good,Land Reclamation
Loamy,19.86024554208564,3.476378000890391,7.255826381981304,0.7885213078545614,Good,Land Reclamation
Clayey,23.90471153971748,4.6527095796588345,5.559510478990249,0.9016595911053676,Bad,Not Suitable
Sandy,17.88044516413805,3.559328264201738,7.044538720495813,1.7328807739065275,Bad,Not Suitable
Sandy,28.13338552849265,1.9960461727916563,5.664778508737372,0.840154685000509,Bad,Not Suitable
Loamy,20.57137960355014,4.896478614629506,6.926613234162671,1.065946264501408,Good,Land Reclamation
Sandy Loam,27.7568900283876,4.8886293274063775,6.601819430130842,1.1388504419027052,Bad,Not Suitable
Loamy,14.013124557449006,2.0193109159690215,5.553966546714715,1.6177752505278364,Bad,Not Suitable
Loamy,20.321691142742253,2.061637939855379,5.74174454543556,1.68482517430022,Bad,Not Suitable
Sandy,29.46864939033063,2.1599552269431235,7.3892764930174515,1.8997647647298914,Bad,Not Suitable
Sandy,10.435847804918064,4.605738150202698,7.039238482845252,0.9183915477908574,Bad,Not Suitable
Sandy Loam,27.766573038793286,4.833063752221675,7.039673821659496,1.1008581315301316,Bad,Not Suitable
Clayey,24.90410750568668,4.353495632294553,5.915635413030505,1.4850308682310367,Bad,Not Suitable
Clayey,28.24070006006301,1.1425486748276725,6.165324226564481,0.6984495961941292,Good,Brick Manufacturing
Loamy,20.065831442922892,4.354503502789491,5.586125361473291,1.6273066530449545,Bad,Not Suitable
Loamy,14.605590042580287,1.0254217121528222,6.563981934065331,1.3029929458771534,Bad,Not Suitable
Clayey,16.120169904771153,3.8662833289334166,6.5610136842957925,0.7368189776367955,Good,Biogas Production
Sandy Loam,17.147691807565764,3.503053654777561,6.028646977290919,1.4634857705985806,Bad,Not Suitable
Sandy,12.182960147568584,2.0359814393171614,7.459391886832833,0.23794391457233627,Bad,Not Suitable
Sandy,17.557921191641235,4.979551005176534,6.141171537769824,0.6010096577424596,Bad,Not Suitable
Loamy,10.372919088792012,3.8901583305627865,7.249068707585918,1.7174061294216982,Good,Land Reclamation
Loamy,20.786629167353006,1.7269780370823518,6.224582872182612,1.5640168515956638,Bad,Not Suitable
Sandy,17.861792716742926,2.7635601592709857,6.63281014043272,0.5252124208734594,Bad,Not Suitable
Sandy Loam,22.875002782157345,3.086316407091559,6.84050323065989,0.19876997285378523,Bad,Not Suitable
Loamy,16.78291193702521,4.058066480009954,6.010693348,1.586971983807732,Good,Land Reclamation
Sandy Loam,29.30693067935618,2.1436062706155283,5.545687055084204,0.7135559678400816,Bad,Not Suitable
Sandy Loam,21.77981459403454,4.932291971764075,7.991563944586901,1.2897320298603623,Bad,Not Suitable
Sandy Loam,11.467569077724693,3.2010726460710224,6.717417369192416,0.5974952786262426,Average,Glass Making
Clayey,15.322870939877477,1.972107306131159,7.313053457324001,0.37083269278837216,Bad,Not Suitable
Sandy Loam,22.397327641987992,3.8886020306687397,6.385948920145819,0.6249646103796809,Bad,Not Suitable
Sandy Loam,21.670179829905713,1.3076405180227457,6.9824716422627136,1.7041766633275228,Bad,Not Suitable
Clayey,12.563851088221234,2.643138217049929,7.797156170851541,1.777108019103214,Bad,Not Suitable
Sandy Loam,17.484529481030314,1.7379135904311132,5.703517997408402,1.3564939814181194,Bad,Not Suitable
Loamy,25.47577661495254,2.1164609655634394,5.993169592369964,1.6302304877333984,Bad,Not Suitable
Sandy Loam,10.442227435826705,4.966225026351229,5.837927209190607,0.990625068334266,Bad,Not Suitable
Sandy Loam,23.568964341838313,2.7851187761337886,6.387312234678502,1.9901832968125015,Bad,Not Suitable
Loamy,11.148951401195239,4.376412072374283,6.78348008767086,0.9013442819591375,Good,Land Reclamation
Sandy,10.625696164552664,1.7329375230014334,6.947763788418199,0.21665220842921265,Good,Construction
Sandy Loam,29.695227445082814,3.5692581430806527,7.212959807398267,0.5326374128952301,Bad,Not Suitable
Sandy,12.272920278476354,4.861220158824485,7.908578339369846,0.7644646210320176,Bad,Not Suitable
Loamy,28.26010686760305,2.0641544424780256,7.83199093131488,0.6045332760089691,Bad,Not Suitable
Sandy Loam,28.547531221019725,1.8619056146382427,7.776741240676754,0.2560786941992262,Bad,Not Suitable
Loamy,18.182262374789474,3.231822235088581,7.044431752831943,1.5113444842396826,Good,Land Reclamation
Sandy,13.060860383947933,1.67388725349312,6.447359088705018,1.1617088439350032,Good,Construction
Sandy,29.82634330346452,4.758731890999563,7.721621386382457,1.972342143661742,Bad,Not Suitable
Loamy,12.337572455712431,4.297245505336472,5.567352719898207,0.7124545810439461,Bad,Not Suitable
Loamy,19.640888230660995,1.1402906560179211,5.514570416695569,1.316655735507177,Bad,Not Suitable
Clayey,16.4853818904985,3.2616472546030226,6.374574354605044,0.7049165732457054,Bad,Not Suitable
Loamy,21.625342151109436,3.9228322968646228,6.484676559537566,0.9264245241478771,Good,Land Reclamation
Loamy,13.10364825670976,1.0384584134099604,7.592505364331162,0.6257386325762924,Bad,Not Suitable
Loamy,28.47069649816411,3.538714014575037,6.096547649150273,1.3254369019232484,Good,Land Reclamation
Sandy Loam,27.672198410626375,2.709559256107852,6.642559998990994,0.4411075501765339,Bad,Not Suitable
Sandy Loam,19.43926310157473,1.4219184602750294,5.96041732539133,0.4940757607024697,Bad,Not Suitable
Clayey,16.918604387510584,2.9637727630546795,7.224175240278967,1.9299682045556545,Bad,Not Suitable
Clayey,26.527997357738602,4.6102791395838265,7.236064344292005,0.48585503123048146,Good,Brick Manufacturing
Clayey,26.14721848880138,3.8552712956325523,6.351800118993767,1.2981420251692812,Good,Brick Manufacturing
Sandy,22.481123415974402,3.0406988018747874,7.30460961979815,1.5332239959641933,Bad,Not Suitable
Loamy,22.881071047998592,3.9759987990097887,5.575481711445798,0.3688715376545113,Bad,Not Suitable
Sandy,22.768147488132065,1.9109060884551101,6.978749864287887,0.9435907568027161,Bad,Not Suitable
Loamy,27.797365657235403,4.455610023956343,7.775018858272446,0.8108547088156982,Good,Biogas Production
Clayey,28.4773067945832,4.400772018067561,6.324239710185288,0.40403521460859393,Good,Brick Manufacturing
Sandy,12.993158498845398,4.995131111923503,5.650636132021797,1.2178658140243928,Bad,Not Suitable
Sandy,24.104382733631905,4.187077571443924,6.03640289580702,1.2080146744626232,Bad,Not Suitable
Clayey,24.434302436020452,3.71192938316221,7.091620770941217,0.5589113379309892,Good,Brick Manufacturing
Sandy Loam,25.687370712257156,1.3860824407097647,5.907671667383924,1.6208358424388962,Bad,Not Suitable
Loamy,12.695948705354429,1.0384594208485245,6.146724623371528,0.37519728638904704,Bad,Not Suitable
Sandy,15.116741644049288,2.1489686087777566,5.684008494641358,1.2151109262264779,Bad,Not Suitable
Clayey,10.469284284568241,1.2078853207919669,6.434448117116158,0.23338534257464794,Bad,Not Suitable
Sandy,15.0572110437011,4.779003906119586,5.732255742348403,1.8662155444933122,Bad,Not Suitable
Sandy,25.78883883602594,4.68225556252006,6.756947470106029,1.6649394288922634,Bad,Not Suitable
Sandy Loam,21.595147871827493,3.9806990444990147,6.909967499315805,0.9892771862535862,Bad,Not Suitable
Clayey,16.358639792390644,4.951681175393917,7.859832987298111,1.5245244267046925,Good,Biogas Production
Sandy Loam,28.944954557783465,4.025901026858025,7.308179316318707,0.36963678297572633,Bad,Not Suitable
Sandy Loam,16.290833035336895,4.270017522834687,7.827110277878657,1.3111269468968492,Bad,Not Suitable
Loamy,10.669471606276222,2.351395150548417,6.100980711474235,1.2363266809627707,Bad,Not Suitable
Clayey,27.791928973400633,2.228874009530396,5.780575027764867,0.575291414004143,Bad,Not Suitable
Sandy,12.625693627631636,4.137069005824529,7.075755891133234,0.44877115808194246,Bad,Not Suitable
Sandy Loam,22.27932563092721,3.851609966951884,6.428349534443195,1.5478012476525993,Bad,Not Suitable
Sandy,11.669147082340421,4.232078921818417,5.6804865262910225,1.534161786025343,Bad,Not Suitable
Sandy,19.479603531162752,3.2522272271724177,6.192606604940894,1.814783224119615,Bad,Not Suitable
Sandy Loam,28.07554446354692,3.4050371935429946,5.973680135495435,1.9613164467740216,Bad,Not Suitable
Sandy,24.470186404456,1.726921135409147,7.971246338770978,0.8453172744286961,Bad,Not Suitable
Loamy,11.60479993896385,2.6967292477789018,5.581738495112388,0.2032987482681312,Bad,Not Suitable
Clayey,24.347664785170895,3.3902286711837366,7.086908282903529,1.3856493986892322,Good,Brick Manufacturing
Clayey,27.53946524259147,2.819880792030313,6.644787009799225,1.8745882191881316,Good,Brick Manufacturing
Clayey,21.83388457784247,1.3166127967815693,6.99153328321793,1.6590424662916106,Good,Brick Manufacturing
Clayey,24.978025152132812,3.179241015451892,6.416128592175573,1.1890515765692817,Good,Brick Manufacturing
Sandy Loam,23.02584981022198,2.1944478417946476,6.477440876239909,1.9577914823690317,Bad,Not Suitable
Clayey,16.162570784114592,2.031949937819081,7.510238176859434,1.5395592618961886,Bad,Not Suitable
Sandy,24.32423962312474,4.66893842519222,6.208587546622344,1.3794845464632115,Bad,Not Suitable
Clayey,26.391593015508896,2.6822402663823053,7.508720904172048,0.10048960805554796,Bad,Not Suitable
Sandy,20.01994610797054,2.9273818766921007,6.921736694346755,1.7396834282212994,Bad,Not Suitable
Sandy Loam,11.096797769471253,2.4011855046337263,5.674094954645949,1.4272892230220415,Bad,Not Suitable
Clayey,22.9803406887875,3.5443712292003564,6.403030621856475,0.12509055026190166,Good,Brick Manufacturing
Sandy Loam,22.122430784793984,4.950651824469861,6.3279784295824015,0.2859048745734265,Bad,Not Suitable
Loamy,15.258961903986565,4.510548007006703,6.738511287261534,0.5127504206342971,Good,Land Reclamation
Loamy,27.205070371285373,3.58020541253164,6.126491707212832,1.1809569151185237,Good,Land Reclamation
Sandy,15.225526464724853,1.561550711883522,6.9736216425101265,1.8872144520843799,Bad,Not Suitable
Sandy Loam,26.924789682244143,3.9982315997049316,6.392552830123277,1.9914790794392347,Bad,Not Suitable
Loamy,12.016787657013774,3.8594081048587188,6.181808837826832,0.9041889083689538,Good,Land Reclamation
Clayey,11.998958073336931,2.515213837448032,6.162920152279319,1.3720537635641958,Bad,Not Suitable
Clayey,10.601788540459404,4.344468249323859,5.971312557525669,0.3852770796736107,Bad,Not Suitable
Loamy,12.966111069884489,3.477395430538796,6.992945965925668,1.8954447296357666,Good,Land Reclamation
Loamy,19.529505185573594,2.6992193473907737,5.631743074175357,0.24900240252858416,Bad,Not Suitable
Sandy,18.06842829387182,4.397488810111112,6.5098659627734685,0.21860691926557077,Bad,Not Suitable
Sandy,13.668334360035754,1.2118892709456053,5.907820014501661,0.33421028118986934,Bad,Not Suitable
Sandy,23.987343117070097,2.9884330460193547,7.203083245243433,1.423412898200421,Bad,Not Suitable
Sandy,17.704020348783562,3.99788384105667,5.611979972194292,0.9516403214374202,Bad,Not Suitable
Clayey,10.443379199943838,4.09743711038889,6.927894623650656,0.9429702866979315,Good,Biogas Production
Sandy,29.69373862842128,3.6820612713690895,6.206733645841151,1.3868374522811389,Bad,Not Suitable
Sandy,27.08400439219487,2.4250799970080745,6.023853151729537,1.2761616522449237,Bad,Not Suitable
Sandy Loam,21.381212195464123,3.3549834588878986,7.780187514664773,1.1270529907002789,Bad,Not Suitable
Clayey,11.84985322948775,3.43974817089564,7.125151925973493,1.7071314691205028,Good,Biogas Production
Loamy,26.33443844711319,3.0693778412750707,5.947001781652238,1.8347708170292587,Bad,Not Suitable
Clayey,27.879502799489742,4.400459837735458,6.994942303373621,0.10708311335433844,Good,Brick Manufacturing
Clayey,21.952785621567703,4.853639263173746,6.917556555634355,0.20190245793763584,Good,Brick Manufacturing
Loamy,16.66552588995387,2.018030454520189,6.353362717090677,1.0183124175216167,Bad,Not Suitable
Sandy,12.554905662900158,1.641196101591413,5.506995597751146,0.8868413963579259,Bad,Not Suitable
Clayey,25.274108120656557,4.641771452523269,7.909053915750908,0.5872910832434519,Good,Biogas Production
Sandy,27.374429023754594,1.0494137694567574,6.397083551835032,0.6332083225218293,Bad,Not Suitable
Loamy,23.774028826948005,2.752845167053784,7.366256734100244,0.960843963394745,Good,Land Reclamation
Sandy Loam,25.920364036462853,4.760723922838583,7.016299715913637,1.3400359428212043,Bad,Not Suitable
Sandy,10.365037359427161,4.543751078462377,7.631937994986805,1.2153678756559074,Bad,Not Suitable
Sandy,10.664353208467851,4.021795854304793,7.944802385386868,1.4763419817659829,Bad,Not Suitable
Sandy Loam,17.020223856594093,3.543697186621261,6.2454246824898485,0.29372187174441733,Bad,Not Suitable
Loamy,19.5421757148053,1.757578949876884,6.612299400807022,0.7074036044250482,Bad,Not Suitable
Clayey,18.882398707666628,1.6802693405078113,7.348655968910261,1.9359340167293426,Bad,Not Suitable
Clayey,13.126943851094659,1.9437507227899022,7.3987997118507565,0.44894458375315893,Bad,Not Suitable
Sandy,17.449057559191697,3.7867993529140156,6.008945537527571,1.2677602513813466,Bad,Not Suitable
Clayey,13.732808284526165,3.938077478960772,6.613726511461839,0.5752606693928621,Good,Biogas Production
Sandy Loam,19.717026921935947,1.3098090367062207,7.240542631549657,1.2387072885045234,Bad,Not Suitable
Sandy Loam,20.55108549017216,3.3748552895181465,5.700457301866151,1.7385706923237716,Bad,Not Suitable
Clayey,20.779077794852356,2.207789451786541,5.5653066621367415,0.23180564042730564,Bad,Not Suitable
Clayey,12.210261928188848,4.516122916802722,7.762553729146118,0.8800437197936061,Good,Biogas Production
Clayey,11.19168085323061,1.6016756537906947,6.900563633252945,1.1493312797055537,Bad,Not Suitable
Sandy Loam,13.845761733050468,3.255255140229669,6.685691223543989,1.377948275332553,Average,Glass Making
